,cset_name,cset_rxcui,rxcui,tty,rxnorm_name,concept_id,concept_name,concept_class_id
448,Fluoxetine,4493,902715,SBDC,fluoxetine hydrochloride 16 MG [RECONCILE],40174704,fluoxetine hydrochloride 16 MG [RECONCILE],Branded Drug Comp
449,Fluoxetine,4493,902719,SBDC,fluoxetine hydrochloride 32 MG [RECONCILE],40174708,fluoxetine hydrochloride 32 MG [RECONCILE],Branded Drug Comp
450,Fluoxetine,4493,647554,SBDF,fluoxetine Oral Tablet [Sarafem],40135425,fluoxetine Oral Tablet [Sarafem],Branded Drug Form
451,Fluoxetine,4493,725063,SBDF,fluoxetine / olanzapine Oral Capsule [Symbyax],40141815,fluoxetine / olanzapine Oral Capsule [Symbyax],Branded Drug Form
452,Fluoxetine,4493,826100,SBDF,fluoxetine Chewable Tablet [RECONCILE],40155575,fluoxetine Chewable Tablet [RECONCILE],Branded Drug Form
453,Fluoxetine,4493,93904,SBDF,fluoxetine Oral Capsule [Prozac],40042620,fluoxetine Oral Capsule [Prozac],Branded Drug Form
454,Fluoxetine,4493,1177143,SBDG,RECONCILE Oral Product,36228513,RECONCILE Oral Product,Branded Dose Group
455,Fluoxetine,4493,1177144,SBDG,RECONCILE Pill,36228514,RECONCILE Pill,Branded Dose Group
456,Fluoxetine,4493,1182486,SBDG,Prozac Oral Product,36238699,Prozac Oral Product,Branded Dose Group
457,Fluoxetine,4493,1182487,SBDG,Prozac Pill,36238700,Prozac Pill,Branded Dose Group
458,Fluoxetine,4493,1185498,SBDG,Symbyax Oral Product,36243016,Symbyax Oral Product,Branded Dose Group
459,Fluoxetine,4493,1185499,SBDG,Symbyax Pill,36243017,Symbyax Pill,Branded Dose Group
460,Fluoxetine,4493,1185993,SBDG,Sarafem Oral Product,36240439,Sarafem Oral Product,Branded Dose Group
461,Fluoxetine,4493,1185994,SBDG,Sarafem Pill,36240440,Sarafem Pill,Branded Dose Group
462,Fluoxetine,4493,1297094,SBDG,RECONCILE Chewable Product,36243363,RECONCILE Chewable Product,Branded Dose Group
463,Fluoxetine,4493,1190110,SCD,fluoxetine 60 MG Oral Tablet,40243919,fluoxetine 60 MG Oral Tablet,Clinical Drug
464,Fluoxetine,4493,151260,SCD,fluoxetine 60 MG Oral Capsule,19013432,fluoxetine 60 MG Oral Capsule,Clinical Drug
465,Fluoxetine,4493,248642,SCD,fluoxetine 20 MG Oral Tablet,755700,fluoxetine 20 MG Oral Tablet,Clinical Drug
466,Fluoxetine,4493,2532159,SCD,PMDD fluoxetine 10 MG Oral Tablet,740117,PMDD fluoxetine 10 MG Oral Tablet,Clinical Drug
467,Fluoxetine,4493,2532163,SCD,PMDD fluoxetine 20 MG Oral Tablet,740118,PMDD fluoxetine 20 MG Oral Tablet,Clinical Drug
468,Fluoxetine,4493,310384,SCD,fluoxetine 10 MG Oral Capsule,19077462,fluoxetine 10 MG Oral Capsule,Clinical Drug
469,Fluoxetine,4493,310385,SCD,fluoxetine 20 MG Oral Capsule,19077463,fluoxetine 20 MG Oral Capsule,Clinical Drug
470,Fluoxetine,4493,310386,SCD,fluoxetine 4 MG/ML Oral Solution,19077464,fluoxetine 4 MG/ML Oral Solution,Clinical Drug
471,Fluoxetine,4493,313989,SCD,fluoxetine 40 MG Oral Capsule,755739,fluoxetine 40 MG Oral Capsule,Clinical Drug
472,Fluoxetine,4493,313990,SCD,fluoxetine 10 MG Oral Tablet,19079985,fluoxetine 10 MG Oral Tablet,Clinical Drug
473,Fluoxetine,4493,313995,SCD,fluoxetine 90 MG Delayed Release Oral Capsule,755741,fluoxetine 90 MG Delayed Release Oral Capsule,Clinical Drug
474,Fluoxetine,4493,403969,SCD,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule,19102552,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule,Clinical Drug
475,Fluoxetine,4493,403970,SCD,fluoxetine 25 MG / olanzapine 12 MG Oral Capsule,19102553,fluoxetine 25 MG / olanzapine 12 MG Oral Capsule,Clinical Drug
476,Fluoxetine,4493,403971,SCD,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,19102554,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,Clinical Drug
477,Fluoxetine,4493,403972,SCD,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule,19102555,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule,Clinical Drug
478,Fluoxetine,4493,721787,SCD,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule,755855,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule,Clinical Drug
479,Fluoxetine,4493,826098,SCD,fluoxetine hydrochloride 8 MG Chewable Tablet,19133148,fluoxetine hydrochloride 8 MG Chewable Tablet,Clinical Drug
480,Fluoxetine,4493,826103,SCD,fluoxetine hydrochloride 64 MG Chewable Tablet,19133152,fluoxetine hydrochloride 64 MG Chewable Tablet,Clinical Drug
481,Fluoxetine,4493,902714,SCD,fluoxetine hydrochloride 16 MG Chewable Tablet,40174702,fluoxetine hydrochloride 16 MG Chewable Tablet,Clinical Drug
482,Fluoxetine,4493,902718,SCD,fluoxetine hydrochloride 32 MG Chewable Tablet,40174706,fluoxetine hydrochloride 32 MG Chewable Tablet,Clinical Drug
483,Fluoxetine,4493,315951,SCDC,fluoxetine 10 MG,755762,fluoxetine 10 MG,Clinical Drug Comp
484,Fluoxetine,4493,315952,SCDC,fluoxetine 20 MG,755763,fluoxetine 20 MG,Clinical Drug Comp
485,Fluoxetine,4493,315953,SCDC,fluoxetine 4 MG/ML,755764,fluoxetine 4 MG/ML,Clinical Drug Comp
486,Fluoxetine,4493,330341,SCDC,fluoxetine 40 MG,19084977,fluoxetine 40 MG,Clinical Drug Comp
487,Fluoxetine,4493,331559,SCDC,fluoxetine 90 MG,755766,fluoxetine 90 MG,Clinical Drug Comp
488,Fluoxetine,4493,334800,SCDC,fluoxetine 60 MG,19091121,fluoxetine 60 MG,Clinical Drug Comp
489,Fluoxetine,4493,406022,SCDC,fluoxetine 25 MG,19103068,fluoxetine 25 MG,Clinical Drug Comp
490,Fluoxetine,4493,406026,SCDC,fluoxetine 50 MG,19103071,fluoxetine 50 MG,Clinical Drug Comp
491,Fluoxetine,4493,826096,SCDC,fluoxetine hydrochloride 8 MG,19133147,fluoxetine hydrochloride 8 MG,Clinical Drug Comp
492,Fluoxetine,4493,826102,SCDC,fluoxetine hydrochloride 64 MG,19133151,fluoxetine hydrochloride 64 MG,Clinical Drug Comp
493,Fluoxetine,4493,902713,SCDC,fluoxetine hydrochloride 16 MG,40174701,fluoxetine hydrochloride 16 MG,Clinical Drug Comp
494,Fluoxetine,4493,902717,SCDC,fluoxetine hydrochloride 32 MG,40174705,fluoxetine hydrochloride 32 MG,Clinical Drug Comp
495,Fluoxetine,4493,372231,SCDF,fluoxetine Oral Capsule,40042619,fluoxetine Oral Capsule,Clinical Drug Form
496,Fluoxetine,4493,372232,SCDF,fluoxetine Oral Solution,40042622,fluoxetine Oral Solution,Clinical Drug Form
497,Fluoxetine,4493,372233,SCDF,fluoxetine Oral Tablet,40042624,fluoxetine Oral Tablet,Clinical Drug Form
498,Fluoxetine,4493,378618,SCDF,fluoxetine Delayed Release Oral Capsule,40042614,fluoxetine Delayed Release Oral Capsule,Clinical Drug Form
499,Fluoxetine,4493,406024,SCDF,fluoxetine / olanzapine Oral Capsule,40042286,fluoxetine / olanzapine Oral Capsule,Clinical Drug Form
500,Fluoxetine,4493,826097,SCDF,fluoxetine Chewable Tablet,40155573,fluoxetine Chewable Tablet,Clinical Drug Form
501,Fluoxetine,4493,1160833,SCDG,fluoxetine / olanzapine Oral Product,36224801,fluoxetine / olanzapine Oral Product,Clinical Dose Group
502,Fluoxetine,4493,1160834,SCDG,fluoxetine / olanzapine Pill,36224802,fluoxetine / olanzapine Pill,Clinical Dose Group
503,Fluoxetine,4493,1160835,SCDG,fluoxetine Oral Liquid Product,36224803,fluoxetine Oral Liquid Product,Clinical Dose Group
504,Fluoxetine,4493,1160836,SCDG,fluoxetine Oral Product,36224804,fluoxetine Oral Product,Clinical Dose Group
505,Fluoxetine,4493,1160837,SCDG,fluoxetine Pill,36224805,fluoxetine Pill,Clinical Dose Group
506,Fluoxetine,4493,1295194,SCDG,fluoxetine Chewable Product,36245125,fluoxetine Chewable Product,Clinical Dose Group
507,Remdesivir,2284718,2395498,BN,Veklury,37002792,Veklury,Brand Name
508,Remdesivir,2284718,1649574,DF,Injection,46234469,Injection,Dose Form
509,Remdesivir,2284718,1151126,DFG,Injectable Product,36217210,Injectable Product,Dose Form Group
510,Remdesivir,2284718,2284718,IN,remdesivir,37499271,remdesivir,Ingredient
511,Remdesivir,2284718,2395502,SBD,remdesivir 100 MG Injection [Veklury],37002796,remdesivir 100 MG Injection [Veklury],Branded Drug
512,Remdesivir,2284718,2395504,SBD,20 ML remdesivir 5 MG/ML Injection [Veklury],37003601,20 ML remdesivir 5 MG/ML Injection [Veklury],Quant Branded Drug
513,Remdesivir,2284718,2395499,SBDC,remdesivir 100 MG [Veklury],37002793,remdesivir 100 MG [Veklury],Branded Drug Comp
514,Remdesivir,2284718,2395503,SBDC,remdesivir 5 MG/ML [Veklury],37002797,remdesivir 5 MG/ML [Veklury],Branded Drug Comp
515,Remdesivir,2284718,2395500,SBDF,remdesivir Injection [Veklury],37002794,remdesivir Injection [Veklury],Branded Drug Form
516,Remdesivir,2284718,2395501,SBDG,Veklury Injectable Product,37002795,Veklury Injectable Product,Branded Dose Group
517,Remdesivir,2284718,2284960,SCD,remdesivir 100 MG Injection,37499275,remdesivir 100 MG Injection,Clinical Drug
518,Remdesivir,2284718,2367758,SCD,20 ML remdesivir 5 MG/ML Injection,1146730,20 ML remdesivir 5 MG/ML Injection,Quant Clinical Drug
519,Remdesivir,2284718,2284957,SCDC,remdesivir 100 MG,37499272,remdesivir 100 MG,Clinical Drug Comp
520,Remdesivir,2284718,2367757,SCDC,remdesivir 5 MG/ML,1145689,remdesivir 5 MG/ML,Clinical Drug Comp
521,Remdesivir,2284718,2284959,SCDF,remdesivir Injection,37499274,remdesivir Injection,Clinical Drug Form
522,Remdesivir,2284718,2284958,SCDG,remdesivir Injectable Product,37499273,remdesivir Injectable Product,Clinical Dose Group
523,Valsartan,69749,1372733,BN,Exforge HCT,43525519,Exforge HCT,Brand Name
524,Valsartan,69749,1656341,BN,Entresto,46275726,Entresto,Brand Name
525,Valsartan,69749,1798282,BN,Byvalson,36250183,Byvalson,Brand Name
526,Valsartan,69749,216652,BN,Diovan,19062255,Diovan,Brand Name
527,Valsartan,69749,216653,BN,Diovan HCT,19049858,Diovan HCT,Brand Name
528,Valsartan,69749,722127,BN,Exforge,19126933,Exforge,Brand Name
529,Valsartan,69749,316965,DF,Oral Capsule,19082168,Oral Capsule,Dose Form
530,Valsartan,69749,316968,DF,Oral Solution,19082170,Oral Solution,Dose Form
531,Valsartan,69749,317541,DF,Oral Tablet,19082573,Oral Tablet,Dose Form
532,Valsartan,69749,1151131,DFG,Oral Product,36217214,Oral Product,Dose Form Group
533,Valsartan,69749,1151133,DFG,Pill,36217216,Pill,Dose Form Group
534,Valsartan,69749,1151137,DFG,Oral Liquid Product,36217220,Oral Liquid Product,Dose Form Group
535,Valsartan,69749,69749,IN,valsartan,1308842,valsartan,Ingredient
536,Valsartan,69749,1656339,MIN,sacubitril / valsartan,778939,sacubitril / valsartan,Multiple Ingredients
537,Valsartan,69749,1798280,MIN,nebivolol / valsartan,778952,nebivolol / valsartan,Multiple Ingredients
538,Valsartan,69749,214626,MIN,hydrochlorothiazide / valsartan,36030008,hydrochlorothiazide / valsartan,Multiple Ingredients
539,Valsartan,69749,729455,MIN,amlodipine / valsartan,36030761,amlodipine / valsartan,Multiple Ingredients
540,Valsartan,69749,852897,MIN,amlodipine / hydrochlorothiazide / valsartan,36031103,amlodipine / hydrochlorothiazide / valsartan,Multiple Ingredients
541,Valsartan,69749,900937,MIN,aliskiren / valsartan,778804,aliskiren / valsartan,Multiple Ingredients
542,Valsartan,69749,1656346,SBD,sacubitril 24 MG / valsartan 26 MG Oral Tablet [Entresto],46275729,sacubitril 24 MG / valsartan 26 MG Oral Tablet [Entresto],Branded Drug
543,Valsartan,69749,1656351,SBD,sacubitril 49 MG / valsartan 51 MG Oral Tablet [Entresto],46275734,sacubitril 49 MG / valsartan 51 MG Oral Tablet [Entresto],Branded Drug
544,Valsartan,69749,1656356,SBD,sacubitril 97 MG / valsartan 103 MG Oral Tablet [Entresto],46275811,sacubitril 97 MG / valsartan 103 MG Oral Tablet [Entresto],Branded Drug
545,Valsartan,69749,1798287,SBD,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],36250188,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],Branded Drug
546,Valsartan,69749,351761,SBD,valsartan 80 MG Oral Tablet [Diovan],1308876,valsartan 80 MG Oral Tablet [Diovan],Branded Drug
547,Valsartan,69749,351762,SBD,valsartan 160 MG Oral Tablet [Diovan],1308877,valsartan 160 MG Oral Tablet [Diovan],Branded Drug
548,Valsartan,69749,352001,SBD,valsartan 320 MG Oral Tablet [Diovan],19098303,valsartan 320 MG Oral Tablet [Diovan],Branded Drug
549,Valsartan,69749,352274,SBD,valsartan 40 MG Oral Tablet [Diovan],1308879,valsartan 40 MG Oral Tablet [Diovan],Branded Drug
550,Valsartan,69749,724879,SBD,amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge],1332529,amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge],Branded Drug
551,Valsartan,69749,724887,SBD,amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge],1332530,amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge],Branded Drug
552,Valsartan,69749,724891,SBD,amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],1332531,amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],Branded Drug
553,Valsartan,69749,724895,SBD,amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge],1332532,amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge],Branded Drug
554,Valsartan,69749,809014,SBD,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT],19132612,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT],Branded Drug
555,Valsartan,69749,809018,SBD,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT],19132614,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT],Branded Drug
556,Valsartan,69749,809022,SBD,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],19132616,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],Branded Drug
557,Valsartan,69749,809026,SBD,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT],19132618,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT],Branded Drug
558,Valsartan,69749,809030,SBD,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT],19132620,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT],Branded Drug
559,Valsartan,69749,848134,SBD,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],974859,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],Branded Drug
560,Valsartan,69749,848139,SBD,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT],974861,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT],Branded Drug
561,Valsartan,69749,848144,SBD,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],974883,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],Branded Drug
562,Valsartan,69749,848149,SBD,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],974885,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],Branded Drug
563,Valsartan,69749,848155,SBD,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],974887,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],Branded Drug
564,Valsartan,69749,1656342,SBDC,sacubitril 24 MG / valsartan 26 MG [Entresto],46275727,sacubitril 24 MG / valsartan 26 MG [Entresto],Branded Drug Comp
565,Valsartan,69749,1656350,SBDC,sacubitril 49 MG / valsartan 51 MG [Entresto],46275733,sacubitril 49 MG / valsartan 51 MG [Entresto],Branded Drug Comp
566,Valsartan,69749,1656355,SBDC,sacubitril 97 MG / valsartan 103 MG [Entresto],46275810,sacubitril 97 MG / valsartan 103 MG [Entresto],Branded Drug Comp
567,Valsartan,69749,1798283,SBDC,nebivolol 5 MG / valsartan 80 MG [Byvalson],36250184,nebivolol 5 MG / valsartan 80 MG [Byvalson],Branded Drug Comp
568,Valsartan,69749,565165,SBDC,valsartan 40 MG [Diovan],19062256,valsartan 40 MG [Diovan],Branded Drug Comp
569,Valsartan,69749,565166,SBDC,valsartan 80 MG [Diovan],19062257,valsartan 80 MG [Diovan],Branded Drug Comp
570,Valsartan,69749,565167,SBDC,valsartan 160 MG [Diovan],19062258,valsartan 160 MG [Diovan],Branded Drug Comp
571,Valsartan,69749,575745,SBDC,valsartan 320 MG [Diovan],19062259,valsartan 320 MG [Diovan],Branded Drug Comp
572,Valsartan,69749,724877,SBDC,amlodipine 10 MG / valsartan 160 MG [Exforge],19014767,amlodipine 10 MG / valsartan 160 MG [Exforge],Branded Drug Comp
573,Valsartan,69749,724885,SBDC,amlodipine 10 MG / valsartan 320 MG [Exforge],19014769,amlodipine 10 MG / valsartan 320 MG [Exforge],Branded Drug Comp
574,Valsartan,69749,724889,SBDC,amlodipine 5 MG / valsartan 160 MG [Exforge],19014791,amlodipine 5 MG / valsartan 160 MG [Exforge],Branded Drug Comp
575,Valsartan,69749,724893,SBDC,amlodipine 5 MG / valsartan 320 MG [Exforge],19014793,amlodipine 5 MG / valsartan 320 MG [Exforge],Branded Drug Comp
576,Valsartan,69749,809012,SBDC,hydrochlorothiazide 12.5 MG / valsartan 80 MG [Diovan HCT],19132611,hydrochlorothiazide 12.5 MG / valsartan 80 MG [Diovan HCT],Branded Drug Comp
577,Valsartan,69749,809016,SBDC,hydrochlorothiazide 12.5 MG / valsartan 160 MG [Diovan HCT],19132613,hydrochlorothiazide 12.5 MG / valsartan 160 MG [Diovan HCT],Branded Drug Comp
578,Valsartan,69749,809020,SBDC,hydrochlorothiazide 25 MG / valsartan 160 MG [Diovan HCT],19132615,hydrochlorothiazide 25 MG / valsartan 160 MG [Diovan HCT],Branded Drug Comp
579,Valsartan,69749,809024,SBDC,hydrochlorothiazide 12.5 MG / valsartan 320 MG [Diovan HCT],19132617,hydrochlorothiazide 12.5 MG / valsartan 320 MG [Diovan HCT],Branded Drug Comp
580,Valsartan,69749,809028,SBDC,hydrochlorothiazide 25 MG / valsartan 320 MG [Diovan HCT],19132619,hydrochlorothiazide 25 MG / valsartan 320 MG [Diovan HCT],Branded Drug Comp
581,Valsartan,69749,848132,SBDC,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],19048136,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],Branded Drug Comp
582,Valsartan,69749,848137,SBDC,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG [Exforge HCT],19048138,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG [Exforge HCT],Branded Drug Comp
583,Valsartan,69749,848142,SBDC,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],19048140,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],Branded Drug Comp
584,Valsartan,69749,848147,SBDC,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],19048172,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],Branded Drug Comp
585,Valsartan,69749,848153,SBDC,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],19048223,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],Branded Drug Comp
586,Valsartan,69749,1656343,SBDF,sacubitril / valsartan Oral Tablet [Entresto],46275728,sacubitril / valsartan Oral Tablet [Entresto],Branded Drug Form
587,Valsartan,69749,1798284,SBDF,nebivolol / valsartan Oral Tablet [Byvalson],36250185,nebivolol / valsartan Oral Tablet [Byvalson],Branded Drug Form
588,Valsartan,69749,368070,SBDF,valsartan Oral Tablet [Diovan],40100659,valsartan Oral Tablet [Diovan],Branded Drug Form
589,Valsartan,69749,724894,SBDF,amlodipine / valsartan Oral Tablet [Exforge],40141364,amlodipine / valsartan Oral Tablet [Exforge],Branded Drug Form
590,Valsartan,69749,809029,SBDF,hydrochlorothiazide / valsartan Oral Tablet [Diovan HCT],40154695,hydrochlorothiazide / valsartan Oral Tablet [Diovan HCT],Branded Drug Form
591,Valsartan,69749,848148,SBDF,amlodipine / hydrochlorothiazide / valsartan Oral Tablet [Exforge HCT],40160343,amlodipine / hydrochlorothiazide / valsartan Oral Tablet [Exforge HCT],Branded Drug Form
592,Valsartan,69749,1171082,SBDG,Diovan HCT Oral Product,36235115,Diovan HCT Oral Product,Branded Dose Group
593,Valsartan,69749,1171087,SBDG,Diovan HCT Pill,36235116,Diovan HCT Pill,Branded Dose Group
594,Valsartan,69749,1171720,SBDG,Diovan Oral Product,36237090,Diovan Oral Product,Branded Dose Group
595,Valsartan,69749,1171721,SBDG,Diovan Pill,36237091,Diovan Pill,Branded Dose Group
596,Valsartan,69749,1173241,SBDG,Exforge Oral Product,36237781,Exforge Oral Product,Branded Dose Group
597,Valsartan,69749,1173242,SBDG,Exforge Pill,36237782,Exforge Pill,Branded Dose Group
598,Valsartan,69749,1173249,SBDG,Exforge HCT Oral Product,36237783,Exforge HCT Oral Product,Branded Dose Group
599,Valsartan,69749,1173250,SBDG,Exforge HCT Pill,36237784,Exforge HCT Pill,Branded Dose Group
600,Valsartan,69749,1656344,SBDG,Entresto Oral Product,36248679,Entresto Oral Product,Branded Dose Group
601,Valsartan,69749,1656345,SBDG,Entresto Pill,36248680,Entresto Pill,Branded Dose Group
602,Valsartan,69749,1798285,SBDG,Byvalson Oral Product,36250186,Byvalson Oral Product,Branded Dose Group
603,Valsartan,69749,1798286,SBDG,Byvalson Pill,36250187,Byvalson Pill,Branded Dose Group
604,Valsartan,69749,1011718,SCD,aliskiren 150 MG / valsartan 160 MG Oral Tablet,40226384,aliskiren 150 MG / valsartan 160 MG Oral Tablet,Clinical Drug
605,Valsartan,69749,1011729,SCD,aliskiren 300 MG / valsartan 320 MG Oral Tablet,40226403,aliskiren 300 MG / valsartan 320 MG Oral Tablet,Clinical Drug
606,Valsartan,69749,153077,SCD,valsartan 40 MG Oral Capsule,19016855,valsartan 40 MG Oral Capsule,Clinical Drug
607,Valsartan,69749,1656340,SCD,sacubitril 24 MG / valsartan 26 MG Oral Tablet,46275725,sacubitril 24 MG / valsartan 26 MG Oral Tablet,Clinical Drug
608,Valsartan,69749,1656349,SCD,sacubitril 49 MG / valsartan 51 MG Oral Tablet,46275732,sacubitril 49 MG / valsartan 51 MG Oral Tablet,Clinical Drug
609,Valsartan,69749,1656354,SCD,sacubitril 97 MG / valsartan 103 MG Oral Tablet,46275809,sacubitril 97 MG / valsartan 103 MG Oral Tablet,Clinical Drug
610,Valsartan,69749,1798281,SCD,nebivolol 5 MG / valsartan 80 MG Oral Tablet,36250182,nebivolol 5 MG / valsartan 80 MG Oral Tablet,Clinical Drug
611,Valsartan,69749,1996254,SCD,valsartan 4 MG/ML Oral Solution,793587,valsartan 4 MG/ML Oral Solution,Clinical Drug
612,Valsartan,69749,199850,SCD,valsartan 80 MG Oral Capsule,19022379,valsartan 80 MG Oral Capsule,Clinical Drug
613,Valsartan,69749,199919,SCD,valsartan 160 MG Oral Capsule,1308847,valsartan 160 MG Oral Capsule,Clinical Drug
614,Valsartan,69749,200284,SCD,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,19023453,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,Clinical Drug
615,Valsartan,69749,200285,SCD,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,19023454,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,Clinical Drug
616,Valsartan,69749,349199,SCD,valsartan 80 MG Oral Tablet,1308851,valsartan 80 MG Oral Tablet,Clinical Drug
617,Valsartan,69749,349200,SCD,valsartan 320 MG Oral Tablet,19096677,valsartan 320 MG Oral Tablet,Clinical Drug
618,Valsartan,69749,349201,SCD,valsartan 160 MG Oral Tablet,19096678,valsartan 160 MG Oral Tablet,Clinical Drug
619,Valsartan,69749,349353,SCD,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,974620,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,Clinical Drug
620,Valsartan,69749,349483,SCD,valsartan 40 MG Oral Tablet,1308874,valsartan 40 MG Oral Tablet,Clinical Drug
621,Valsartan,69749,636042,SCD,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,19124246,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,Clinical Drug
622,Valsartan,69749,636045,SCD,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,19124247,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,Clinical Drug
623,Valsartan,69749,722126,SCD,amlodipine 10 MG / valsartan 160 MG Oral Tablet,1332525,amlodipine 10 MG / valsartan 160 MG Oral Tablet,Clinical Drug
624,Valsartan,69749,722131,SCD,amlodipine 10 MG / valsartan 320 MG Oral Tablet,1332526,amlodipine 10 MG / valsartan 320 MG Oral Tablet,Clinical Drug
625,Valsartan,69749,722134,SCD,amlodipine 5 MG / valsartan 160 MG Oral Tablet,1332527,amlodipine 5 MG / valsartan 160 MG Oral Tablet,Clinical Drug
626,Valsartan,69749,722137,SCD,amlodipine 5 MG / valsartan 320 MG Oral Tablet,1332528,amlodipine 5 MG / valsartan 320 MG Oral Tablet,Clinical Drug
627,Valsartan,69749,848131,SCD,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,974858,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,Clinical Drug
628,Valsartan,69749,848135,SCD,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,974860,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,Clinical Drug
629,Valsartan,69749,848140,SCD,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,19135441,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,Clinical Drug
630,Valsartan,69749,848145,SCD,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,974884,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,Clinical Drug
